day,side,entry_et,exit_et,held_s,reason,points,pnl
2026-06-23,short,09:50:30,09:50:32,1.9,stop,-5.5,-115.0
2026-06-23,short,09:50:45,09:50:48,3.7,stop,-5.0,-105.0
2026-06-23,long,09:51:00,09:51:21,21.7,stop,-5.0,-105.0
2026-06-23,long,09:51:30,09:51:39,9.0,target,10.0,195.0
2026-06-23,long,09:51:45,09:51:45,0.5,stop,-5.0,-105.0
2026-06-23,long,09:52:00,09:52:11,11.3,stop,-5.75,-120.0
2026-06-23,long,09:52:15,09:52:17,2.5,stop,-5.0,-105.0
2026-06-23,long,09:52:30,09:52:34,4.3,target,10.0,195.0
2026-06-23,long,09:52:45,09:52:50,4.8,stop,-5.0,-105.0
2026-06-23,long,09:53:00,09:53:03,3.5,stop,-5.0,-105.0
2026-06-23,short,09:53:15,09:53:15,0.4,stop,-5.0,-105.0
2026-06-23,long,09:53:30,09:53:34,4.3,target,10.0,195.0
2026-06-23,long,09:53:45,09:53:47,2.2,stop,-5.0,-105.0
2026-06-23,short,09:54:00,09:54:02,1.8,stop,-5.0,-105.0
2026-06-23,long,09:54:15,09:54:16,0.8,stop,-5.75,-120.0
2026-06-23,long,09:54:30,09:54:35,5.5,stop,-5.0,-105.0
2026-06-23,short,09:54:45,09:54:50,5.4,target,10.0,195.0
2026-06-23,short,09:55:00,09:55:02,2.3,target,10.0,195.0
2026-06-23,short,09:55:15,09:55:16,1.2,stop,-5.0,-105.0
2026-06-23,long,09:55:30,09:55:30,0.4,stop,-5.0,-105.0
2026-06-23,short,09:55:45,09:55:45,0.5,stop,-5.0,-105.0
2026-06-23,short,09:56:00,09:56:02,1.9,stop,-5.0,-105.0
2026-06-23,short,09:56:15,09:56:23,8.2,stop,-5.25,-110.0
2026-06-23,short,09:56:30,09:56:32,2.2,target,10.0,195.0
2026-06-23,long,09:56:45,09:56:45,0.6,stop,-5.0,-105.0
2026-06-23,long,09:57:00,09:57:01,0.9,stop,-5.0,-105.0
2026-06-23,long,09:57:15,09:57:15,0.6,stop,-5.0,-105.0
2026-06-23,long,09:57:30,09:57:31,0.8,stop,-5.0,-105.0
2026-06-23,long,09:57:45,09:57:46,1.3,stop,-5.0,-105.0
2026-06-23,short,09:58:00,09:58:09,8.8,stop,-5.75,-120.0
2026-06-23,long,09:58:15,09:58:15,0.3,stop,-5.0,-105.0
2026-06-23,short,09:58:30,09:58:30,0.3,stop,-5.0,-105.0
2026-06-23,short,09:58:45,09:58:47,2.2,stop,-5.25,-110.0
2026-06-23,long,09:59:00,09:59:05,5.6,stop,-5.0,-105.0
2026-06-23,short,09:59:15,09:59:16,1.2,stop,-5.0,-105.0
2026-06-23,long,09:59:30,09:59:34,4.1,target,10.0,195.0
2026-06-23,long,09:59:45,09:59:49,4.1,stop,-5.0,-105.0
2026-06-23,short,10:00:00,10:00:01,0.8,stop,-5.25,-110.0
2026-06-23,long,10:00:15,10:00:20,5.7,target,10.0,195.0
2026-06-23,long,10:00:30,10:00:32,2.0,stop,-5.0,-105.0
2026-06-23,long,10:00:45,10:00:51,6.5,target,10.0,195.0
2026-06-23,long,10:01:00,10:01:03,3.6,target,10.0,195.0
2026-06-23,long,10:01:15,10:01:21,6.4,stop,-5.0,-105.0
2026-06-23,long,10:01:30,10:01:32,1.9,stop,-5.0,-105.0
2026-06-23,short,10:01:45,10:02:00,15.0,jev,1.75,30.0
2026-06-23,long,10:02:00,10:02:03,3.4,stop,-5.0,-105.0
2026-06-23,long,10:02:15,10:02:19,4.5,stop,-5.0,-105.0
2026-06-23,short,10:02:30,10:02:31,1.7,stop,-5.25,-110.0
2026-06-23,short,10:02:45,10:03:00,15.0,jev,-1.25,-30.0
2026-06-23,long,10:03:00,10:03:01,1.3,target,10.0,195.0
2026-06-23,short,10:03:15,10:03:19,3.9,target,10.0,195.0
2026-06-23,short,10:03:30,10:03:37,7.6,stop,-5.0,-105.0
2026-06-23,short,10:03:45,10:03:53,7.8,target,10.0,195.0
2026-06-23,short,10:04:00,10:04:00,0.4,stop,-5.75,-120.0
2026-06-23,long,10:04:15,10:04:16,0.9,stop,-5.0,-105.0
2026-06-23,long,10:04:30,10:04:31,1.1,stop,-5.0,-105.0
2026-06-23,short,10:04:45,10:04:55,10.2,stop,-5.0,-105.0
2026-06-23,long,10:05:00,10:05:00,0.5,stop,-5.0,-105.0
2026-06-23,short,10:05:15,10:05:16,1.4,stop,-5.25,-110.0
2026-06-23,long,10:05:30,10:05:30,0.7,stop,-5.0,-105.0
2026-06-23,short,10:05:45,10:05:47,2.5,target,10.0,195.0
2026-06-23,short,10:06:00,10:06:04,3.9,stop,-5.25,-110.0
2026-06-23,short,10:06:15,10:06:38,23.4,target,10.0,195.0
2026-06-23,short,10:06:45,10:06:56,11.1,stop,-5.25,-110.0
2026-06-23,short,10:07:00,10:07:03,3.1,stop,-5.0,-105.0
2026-06-23,long,10:07:15,10:07:19,4.3,stop,-5.0,-105.0
2026-06-23,short,10:07:30,10:07:45,15.6,target,10.0,195.0
2026-06-23,short,10:08:00,10:08:01,1.6,stop,-5.0,-105.0
2026-06-23,short,10:08:15,10:08:21,5.9,stop,-5.0,-105.0
2026-06-23,short,10:08:30,10:08:35,5.4,target,10.0,195.0
2026-06-23,short,10:08:45,10:08:47,1.9,stop,-5.0,-105.0
2026-06-23,short,10:09:00,10:09:01,1.4,stop,-5.25,-110.0
2026-06-23,long,10:09:15,10:09:16,1.5,target,10.0,195.0
2026-06-23,long,10:09:30,10:09:44,14.1,stop,-5.25,-110.0
2026-06-23,short,10:09:45,10:09:58,13.7,target,10.0,195.0
2026-06-23,long,10:10:00,10:10:00,0.3,stop,-6.0,-125.0
2026-06-23,long,10:10:15,10:10:25,9.8,stop,-5.25,-110.0
2026-06-23,short,10:10:30,10:10:32,1.8,stop,-5.0,-105.0
2026-06-23,short,10:10:45,10:10:49,4.0,stop,-5.0,-105.0
2026-06-23,short,10:11:00,10:11:00,0.3,stop,-5.0,-105.0
2026-06-23,short,10:11:15,10:11:33,17.8,stop,-5.0,-105.0
2026-06-23,long,10:11:45,10:11:47,2.6,stop,-5.0,-105.0
2026-06-23,short,10:12:00,10:12:06,6.2,stop,-5.0,-105.0
2026-06-23,short,10:12:15,10:12:17,2.3,stop,-5.0,-105.0
2026-06-23,long,10:12:30,10:12:30,0.3,stop,-5.0,-105.0
2026-06-23,short,10:12:45,10:12:48,3.7,stop,-5.25,-110.0
2026-06-23,long,10:13:00,10:13:07,7.4,stop,-5.75,-120.0
2026-06-23,short,10:13:15,10:13:17,2.4,stop,-5.0,-105.0
2026-06-23,long,10:13:30,10:13:32,2.3,target,10.0,195.0
2026-06-23,long,10:13:45,10:13:46,1.3,stop,-5.0,-105.0
2026-06-23,short,10:14:00,10:14:03,3.6,stop,-5.0,-105.0
2026-06-23,long,10:14:15,10:14:22,7.1,target,10.0,195.0
2026-06-23,long,10:14:30,10:14:30,0.6,stop,-5.0,-105.0
2026-06-23,long,10:14:45,10:14:46,1.1,stop,-5.0,-105.0
2026-06-23,long,10:15:00,10:15:00,0.4,stop,-5.0,-105.0
2026-06-23,short,10:15:15,10:15:16,1.5,stop,-5.0,-105.0
2026-06-23,short,10:15:30,10:15:37,7.0,stop,-5.0,-105.0
2026-06-23,short,10:15:45,10:15:46,1.5,stop,-5.0,-105.0
2026-06-23,short,10:16:00,10:16:02,2.2,stop,-5.5,-115.0
2026-06-23,short,10:16:15,10:16:17,2.4,stop,-5.0,-105.0
2026-06-23,short,10:16:30,10:16:30,0.3,stop,-5.0,-105.0
2026-06-23,long,10:16:45,10:16:45,0.5,stop,-5.0,-105.0
2026-06-23,long,10:17:00,10:17:06,6.3,stop,-5.0,-105.0
2026-06-23,short,10:17:15,10:17:19,3.8,stop,-5.0,-105.0
2026-06-23,long,10:17:30,10:17:34,4.4,stop,-5.0,-105.0
2026-06-23,short,10:17:45,10:17:47,2.2,stop,-5.0,-105.0
2026-06-23,short,10:18:00,10:18:04,4.2,stop,-5.25,-110.0
2026-06-23,long,10:18:15,10:18:16,0.8,stop,-5.0,-105.0
2026-06-23,short,10:18:30,10:18:31,0.9,stop,-5.0,-105.0
2026-06-23,long,10:18:45,10:19:00,15.1,jev,-2.5,-55.0
2026-06-23,short,10:19:00,10:19:08,8.1,target,10.0,195.0
2026-06-23,short,10:19:15,10:19:33,18.5,stop,-5.0,-105.0
2026-06-23,long,10:19:45,10:20:03,17.8,target,10.0,195.0
2026-06-23,long,10:20:15,10:20:32,17.6,target,10.0,195.0
2026-06-23,short,10:20:45,10:20:48,3.0,stop,-5.0,-105.0
2026-06-23,long,10:21:00,10:21:03,3.3,stop,-5.0,-105.0
2026-06-23,short,10:21:15,10:21:19,4.0,stop,-5.0,-105.0
2026-06-23,short,10:21:30,10:21:34,4.0,stop,-5.0,-105.0
2026-06-23,short,10:21:45,10:21:47,2.4,target,10.0,195.0
2026-06-23,short,10:22:00,10:22:04,4.1,stop,-5.25,-110.0
2026-06-23,short,10:22:15,10:22:20,4.8,stop,-5.0,-105.0
2026-06-23,short,10:22:30,10:22:38,8.4,target,10.0,195.0
2026-06-23,short,10:22:45,10:22:50,4.8,stop,-5.25,-110.0
2026-06-23,short,10:23:00,10:23:01,1.7,stop,-5.0,-105.0
2026-06-23,long,10:23:15,10:23:18,3.1,target,10.0,195.0
2026-06-23,long,10:23:30,10:23:35,4.8,target,10.0,195.0
2026-06-23,long,10:23:45,10:23:49,4.0,target,10.0,195.0
2026-06-23,long,10:24:00,10:24:03,3.6,stop,-5.25,-110.0
2026-06-23,short,10:24:15,10:24:19,4.5,stop,-5.0,-105.0
2026-06-23,long,10:24:30,10:24:31,1.1,stop,-5.0,-105.0
2026-06-23,short,10:24:45,10:24:49,4.1,stop,-5.0,-105.0
2026-06-23,short,10:25:00,10:25:01,0.8,stop,-5.0,-105.0
2026-06-23,long,10:25:15,10:25:17,2.1,stop,-5.0,-105.0
2026-06-23,short,10:25:30,10:25:31,1.1,stop,-5.0,-105.0
2026-06-23,long,10:25:45,10:25:45,0.4,stop,-5.25,-110.0
2026-06-23,short,10:26:00,10:26:05,5.7,target,10.0,195.0
2026-06-23,short,10:26:15,10:26:24,8.8,target,10.0,195.0
2026-06-23,short,10:26:30,10:26:31,1.0,stop,-6.0,-125.0
2026-06-23,long,10:26:45,10:26:47,2.5,stop,-5.0,-105.0
2026-06-23,long,10:27:00,10:27:04,4.1,target,10.0,195.0
2026-06-23,long,10:27:15,10:27:15,0.5,stop,-5.0,-105.0
2026-06-23,short,10:27:30,10:27:34,3.8,target,10.0,195.0
2026-06-23,short,10:27:45,10:27:57,11.9,stop,-5.0,-105.0
2026-06-23,long,10:28:00,10:28:02,2.5,stop,-5.5,-115.0
2026-06-23,short,10:28:15,10:28:19,4.4,stop,-5.0,-105.0
2026-06-23,long,10:28:30,10:28:35,5.2,target,10.0,195.0
2026-06-23,long,10:28:45,10:28:53,8.1,target,10.0,195.0
2026-06-23,long,10:29:00,10:29:21,21.3,target,10.0,195.0
2026-06-23,long,10:29:30,10:29:31,1.6,stop,-5.0,-105.0
2026-06-23,short,10:29:45,10:29:45,0.5,stop,-5.0,-105.0
2026-06-23,long,10:30:00,10:30:02,2.1,stop,-5.0,-105.0
2026-06-23,short,10:30:15,10:30:16,1.5,stop,-5.0,-105.0
2026-06-23,short,10:30:30,10:30:42,12.7,target,10.0,195.0
2026-06-23,short,10:30:45,10:30:48,3.6,stop,-5.0,-105.0
2026-06-23,short,10:31:00,10:31:12,12.0,target,10.0,195.0
2026-06-23,short,10:31:15,10:31:20,5.2,target,10.0,195.0
2026-06-23,short,10:31:30,10:31:33,3.0,stop,-5.0,-105.0
2026-06-23,long,10:31:45,10:31:49,4.7,stop,-5.0,-105.0
2026-06-23,short,10:32:00,10:32:09,9.3,target,10.0,195.0
2026-06-23,short,10:32:15,10:32:15,0.7,stop,-5.0,-105.0
2026-06-23,short,10:32:30,10:32:32,1.8,stop,-5.0,-105.0
2026-06-23,long,10:32:45,10:33:00,15.0,jev,-1.25,-30.0
2026-06-23,short,10:33:00,10:33:00,0.3,stop,-5.25,-110.0
2026-06-23,long,10:33:15,10:33:28,13.0,target,10.0,195.0
2026-06-23,long,10:33:30,10:33:43,13.1,stop,-5.0,-105.0
2026-06-23,long,10:33:45,10:33:48,3.4,stop,-5.0,-105.0
2026-06-23,short,10:34:00,10:34:05,5.3,stop,-5.0,-105.0
2026-06-23,long,10:34:15,10:34:30,15.0,jev,3.0,55.0
2026-06-23,short,10:34:30,10:34:30,0.5,stop,-5.0,-105.0
2026-06-23,long,10:34:45,10:34:52,7.4,stop,-5.0,-105.0
2026-06-23,short,10:35:00,10:35:02,2.0,target,10.0,195.0
2026-06-23,short,10:35:15,10:35:30,15.7,target,10.0,195.0
2026-06-23,short,10:35:45,10:35:51,5.8,stop,-5.0,-105.0
2026-06-23,long,10:36:00,10:36:00,0.3,stop,-5.0,-105.0
2026-06-23,long,10:36:15,10:36:24,9.5,stop,-5.0,-105.0
2026-06-23,long,10:36:30,10:36:32,2.3,target,10.0,195.0
2026-06-23,long,10:36:45,10:36:46,1.2,stop,-5.0,-105.0
2026-06-23,short,10:37:00,10:37:05,5.0,stop,-5.25,-110.0
2026-06-23,long,10:37:15,10:37:15,0.5,stop,-5.0,-105.0
2026-06-23,long,10:37:30,10:37:30,0.4,stop,-5.0,-105.0
2026-06-23,short,10:37:45,10:37:46,0.8,stop,-5.0,-105.0
2026-06-23,long,10:38:00,10:38:03,3.4,stop,-5.5,-115.0
2026-06-23,short,10:38:15,10:38:17,2.6,target,10.0,195.0
2026-06-23,short,10:38:30,10:38:39,9.3,target,10.0,195.0
2026-06-23,short,10:38:45,10:38:45,0.6,stop,-5.0,-105.0
2026-06-23,short,10:39:00,10:39:01,1.6,stop,-5.0,-105.0
2026-06-23,long,10:39:15,10:39:18,3.6,stop,-5.0,-105.0
2026-06-23,short,10:39:30,10:39:45,15.1,target,10.0,195.0
2026-06-23,short,10:40:00,10:40:00,0.2,stop,-5.75,-120.0
2026-06-23,short,10:40:15,10:40:18,2.9,target,10.0,195.0
2026-06-23,short,10:40:30,10:40:30,0.5,stop,-5.25,-110.0
2026-06-23,long,10:40:45,10:40:57,12.5,target,10.0,195.0
2026-06-23,long,10:41:00,10:41:05,5.4,stop,-5.0,-105.0
2026-06-23,short,10:41:15,10:41:16,1.0,stop,-5.0,-105.0
2026-06-23,long,10:41:30,10:41:31,0.9,stop,-5.25,-110.0
2026-06-23,long,10:41:45,10:41:59,14.7,stop,-5.0,-105.0
2026-06-23,short,10:42:00,10:42:02,2.5,stop,-5.0,-105.0
2026-06-23,short,10:42:15,10:42:25,10.0,stop,-5.0,-105.0
2026-06-23,short,10:42:30,10:42:30,0.5,stop,-5.5,-115.0
2026-06-23,long,10:42:45,10:42:46,1.4,stop,-5.0,-105.0
2026-06-23,short,10:43:00,10:43:06,6.1,target,10.0,195.0
2026-06-23,short,10:43:15,10:43:16,1.4,stop,-5.0,-105.0
2026-06-23,long,10:43:30,10:43:31,0.9,stop,-5.0,-105.0
2026-06-23,short,10:43:45,10:43:53,7.8,stop,-5.0,-105.0
2026-06-23,short,10:44:00,10:44:02,1.9,target,10.0,195.0
2026-06-23,short,10:44:15,10:44:17,1.9,target,10.0,195.0
2026-06-23,short,10:44:30,10:44:34,4.5,stop,-5.0,-105.0
2026-06-23,short,10:44:45,10:44:47,2.5,stop,-5.0,-105.0
2026-06-23,short,10:45:00,10:45:00,0.7,stop,-5.0,-105.0
2026-06-23,short,10:45:15,10:45:15,0.5,stop,-5.0,-105.0
2026-06-23,short,10:45:30,10:45:48,18.4,stop,-5.75,-120.0
2026-06-23,short,10:46:00,10:46:01,1.5,stop,-5.0,-105.0
2026-06-23,long,10:46:15,10:46:16,1.6,stop,-5.0,-105.0
2026-06-23,short,10:46:30,10:46:31,0.9,stop,-5.25,-110.0
2026-06-23,short,10:46:45,10:46:46,1.1,stop,-5.75,-120.0
2026-06-23,short,10:47:00,10:47:07,7.2,target,10.0,195.0
2026-06-23,short,10:47:15,10:47:21,6.7,stop,-5.0,-105.0
2026-06-23,long,10:47:30,10:47:31,1.6,stop,-5.0,-105.0
2026-06-23,short,10:47:45,10:47:48,3.7,stop,-5.5,-115.0
2026-06-23,long,10:48:00,10:48:03,3.4,target,10.0,195.0
2026-06-23,long,10:48:15,10:48:16,1.6,stop,-5.25,-110.0
2026-06-23,long,10:48:30,10:48:33,3.4,stop,-5.0,-105.0
2026-06-23,long,10:48:45,10:48:46,0.9,stop,-5.0,-105.0
2026-06-23,long,10:49:00,10:49:17,16.8,stop,-5.0,-105.0
2026-06-23,long,10:49:30,10:49:30,0.6,stop,-5.0,-105.0
2026-06-23,long,10:49:45,10:49:45,0.7,stop,-5.0,-105.0
2026-06-23,long,10:50:00,10:50:03,3.0,stop,-5.0,-105.0
2026-06-23,short,10:50:15,10:50:16,0.8,stop,-5.0,-105.0
2026-06-23,short,10:50:30,10:50:30,0.7,stop,-5.25,-110.0
2026-06-23,long,10:50:45,10:50:45,0.2,stop,-5.0,-105.0
2026-06-23,long,10:51:00,10:51:02,1.8,target,10.0,195.0
2026-06-23,long,10:51:15,10:51:22,7.0,stop,-5.0,-105.0
2026-06-23,long,10:51:30,10:51:32,2.5,target,10.0,195.0
2026-06-23,long,10:51:45,10:51:47,2.6,target,10.0,195.0
2026-06-23,long,10:52:00,10:52:01,1.1,stop,-5.0,-105.0
2026-06-23,short,10:52:15,10:52:15,0.7,stop,-5.0,-105.0
2026-06-23,long,10:52:30,10:52:33,3.3,stop,-5.0,-105.0
2026-06-23,short,10:52:45,10:52:49,4.5,stop,-5.0,-105.0
2026-06-23,short,10:53:00,10:53:06,6.7,target,10.0,195.0
2026-06-23,short,10:53:15,10:53:22,7.7,target,10.0,195.0
2026-06-23,short,10:53:30,10:53:51,21.0,stop,-5.0,-105.0
2026-06-23,short,10:54:00,10:54:01,1.2,stop,-5.0,-105.0
2026-06-23,short,10:54:15,10:54:15,0.5,stop,-5.0,-105.0
2026-06-23,long,10:54:30,10:54:32,2.8,stop,-5.0,-105.0
2026-06-23,short,10:54:45,10:54:47,1.9,stop,-5.0,-105.0
2026-06-23,long,10:55:00,10:55:04,4.5,target,10.0,195.0
2026-06-23,long,10:55:15,10:55:17,2.5,stop,-5.0,-105.0
2026-06-23,short,10:55:30,10:55:49,19.0,stop,-5.0,-105.0
2026-06-23,long,10:56:00,10:56:04,3.8,target,10.0,195.0
2026-06-23,long,10:56:15,10:56:15,0.7,stop,-5.0,-105.0
2026-06-23,short,10:56:30,10:56:31,0.8,stop,-5.0,-105.0
2026-06-23,long,10:56:45,10:56:59,14.6,stop,-5.0,-105.0
2026-06-23,short,10:57:00,10:57:11,11.6,stop,-5.25,-110.0
2026-06-23,short,10:57:15,10:57:15,0.3,stop,-5.25,-110.0
2026-06-23,long,10:57:30,10:57:34,4.1,target,10.0,195.0
2026-06-23,long,10:57:45,10:57:46,0.9,stop,-5.0,-105.0
2026-06-23,short,10:58:00,10:58:06,6.1,target,10.0,195.0
2026-06-23,short,10:58:15,10:58:21,5.9,target,10.0,195.0
2026-06-23,short,10:58:30,10:58:33,2.8,stop,-5.0,-105.0
2026-06-23,short,10:58:45,10:58:59,13.9,stop,-5.0,-105.0
2026-06-23,long,10:59:00,10:59:03,2.8,stop,-5.0,-105.0
2026-06-23,short,10:59:15,10:59:15,0.7,stop,-5.25,-110.0
2026-06-23,long,10:59:30,10:59:36,6.3,stop,-5.0,-105.0
2026-06-23,long,10:59:45,10:59:48,3.3,stop,-5.0,-105.0
2026-06-23,long,11:00:00,11:00:00,0.5,stop,-5.0,-105.0
2026-06-23,short,11:00:15,11:00:16,0.9,stop,-5.0,-105.0
2026-06-23,long,11:00:30,11:00:33,3.8,stop,-5.0,-105.0
2026-06-23,long,11:00:45,11:00:46,0.9,stop,-5.0,-105.0
2026-06-23,short,11:01:00,11:01:01,1.1,stop,-5.25,-110.0
2026-06-23,long,11:01:15,11:01:16,1.3,stop,-5.0,-105.0
2026-06-23,short,11:01:30,11:01:30,0.5,stop,-5.0,-105.0
2026-06-23,short,11:01:45,11:01:46,1.6,stop,-5.0,-105.0
2026-06-23,long,11:02:00,11:02:03,3.7,stop,-5.0,-105.0
2026-06-23,long,11:02:15,11:02:15,0.3,stop,-5.0,-105.0
2026-06-23,short,11:02:30,11:02:34,4.6,target,10.0,195.0
2026-06-23,short,11:02:45,11:02:46,1.7,target,10.0,195.0
2026-06-23,short,11:03:00,11:03:11,10.8,stop,-5.5,-115.0
2026-06-23,long,11:03:15,11:03:16,1.0,stop,-5.0,-105.0
2026-06-23,long,11:03:30,11:03:31,1.3,stop,-5.0,-105.0
2026-06-23,short,11:03:45,11:03:50,4.8,stop,-5.0,-105.0
2026-06-23,long,11:04:00,11:04:05,5.0,stop,-5.0,-105.0
2026-06-23,long,11:04:15,11:04:15,0.6,stop,-5.0,-105.0
2026-06-23,short,11:04:30,11:04:34,4.7,stop,-5.0,-105.0
2026-06-23,long,11:04:45,11:04:47,2.0,stop,-5.25,-110.0
2026-06-23,short,11:05:00,11:05:11,11.1,stop,-5.0,-105.0
2026-06-23,long,11:05:15,11:05:17,2.0,stop,-5.0,-105.0
2026-06-23,short,11:05:30,11:05:49,19.6,target,10.0,195.0
2026-06-23,short,11:06:00,11:06:04,4.4,target,10.0,195.0
2026-06-23,short,11:06:15,11:06:17,2.1,stop,-5.0,-105.0
2026-06-23,long,11:06:30,11:06:31,1.1,stop,-5.0,-105.0
2026-06-23,short,11:06:45,11:07:09,24.6,target,10.0,195.0
2026-06-23,short,11:07:15,11:07:15,0.7,stop,-5.0,-105.0
2026-06-23,long,11:07:30,11:07:46,16.1,target,10.0,195.0
2026-06-23,long,11:08:00,11:08:08,8.1,stop,-5.25,-110.0
2026-06-23,long,11:08:15,11:08:17,2.5,stop,-5.0,-105.0
2026-06-23,short,11:08:30,11:08:46,15.9,target,10.0,195.0
2026-06-23,long,11:09:00,11:09:08,7.8,stop,-5.0,-105.0
2026-06-23,short,11:09:15,11:09:17,2.5,stop,-5.25,-110.0
2026-06-23,short,11:09:30,11:09:39,8.9,stop,-6.5,-135.0
2026-06-23,long,11:09:45,11:10:01,16.1,target,10.0,195.0
2026-06-23,long,11:10:15,11:10:17,2.0,stop,-5.25,-110.0
2026-06-23,short,11:10:30,11:10:45,15.0,jev,1.0,15.0
2026-06-23,long,11:10:45,11:11:12,26.9,target,10.0,195.0
2026-06-23,long,11:11:15,11:11:19,4.6,stop,-5.0,-105.0
2026-06-23,long,11:11:30,11:11:31,1.6,stop,-5.0,-105.0
2026-06-23,long,11:11:45,11:11:48,2.9,stop,-5.0,-105.0
2026-06-23,short,11:12:00,11:12:14,14.5,target,10.0,195.0
2026-06-23,short,11:12:15,11:12:16,1.4,stop,-5.0,-105.0
2026-06-23,short,11:12:30,11:12:34,4.3,stop,-5.0,-105.0
2026-06-23,short,11:12:45,11:12:48,2.8,stop,-5.25,-110.0
2026-06-23,long,11:13:00,11:13:02,2.7,stop,-5.0,-105.0
2026-06-23,short,11:13:15,11:13:16,1.5,stop,-5.0,-105.0
2026-06-23,short,11:13:30,11:13:33,2.9,stop,-5.0,-105.0
2026-06-23,short,11:13:45,11:13:49,4.3,stop,-5.25,-110.0
2026-06-23,long,11:14:00,11:14:02,1.8,stop,-5.0,-105.0
2026-06-23,long,11:14:15,11:14:25,10.3,target,10.0,195.0
2026-06-23,long,11:14:30,11:14:32,2.6,stop,-5.0,-105.0
2026-06-23,short,11:14:45,11:14:50,5.2,stop,-5.0,-105.0
2026-06-23,short,11:15:00,11:15:02,2.6,stop,-5.25,-110.0
2026-06-23,long,11:15:15,11:15:20,4.9,stop,-5.0,-105.0
2026-06-23,short,11:15:30,11:15:31,1.4,stop,-5.0,-105.0
2026-06-23,long,11:15:45,11:16:00,15.0,jev,2.75,50.0
2026-06-23,short,11:16:00,11:16:08,8.5,target,10.0,195.0
2026-06-23,short,11:16:15,11:16:28,12.9,stop,-5.0,-105.0
2026-06-23,short,11:16:30,11:16:31,1.0,stop,-5.0,-105.0
2026-06-23,long,11:16:45,11:16:46,0.9,stop,-5.0,-105.0
2026-06-23,short,11:17:00,11:17:01,1.3,stop,-5.25,-110.0
2026-06-23,short,11:17:15,11:17:48,33.0,target,10.0,195.0
2026-06-23,short,11:18:00,11:18:19,19.3,target,10.0,195.0
2026-06-23,short,11:18:30,11:18:50,20.4,target,10.0,195.0
2026-06-23,short,11:19:00,11:19:05,5.5,stop,-5.25,-110.0
2026-06-23,long,11:19:15,11:19:27,12.1,target,10.0,195.0
2026-06-23,long,11:19:30,11:19:33,2.9,stop,-5.0,-105.0
2026-06-23,short,11:19:45,11:19:54,9.0,stop,-5.0,-105.0
2026-06-23,short,11:20:00,11:20:05,5.0,stop,-5.5,-115.0
2026-06-23,short,11:20:15,11:20:16,1.6,stop,-5.0,-105.0
2026-06-23,long,11:20:30,11:20:33,3.6,stop,-5.0,-105.0
2026-06-23,long,11:20:45,11:20:46,1.4,stop,-5.0,-105.0
2026-06-23,long,11:21:00,11:21:09,9.2,stop,-5.0,-105.0
2026-06-23,short,11:21:15,11:21:18,3.3,stop,-5.0,-105.0
2026-06-23,short,11:21:30,11:21:31,1.7,stop,-5.0,-105.0
2026-06-23,short,11:21:45,11:22:12,27.0,stop,-5.0,-105.0
2026-06-23,long,11:22:15,11:22:21,6.7,stop,-5.0,-105.0
2026-06-23,short,11:22:30,11:22:42,12.0,stop,-5.0,-105.0
2026-06-23,long,11:22:45,11:22:48,3.4,stop,-5.0,-105.0
2026-06-23,short,11:23:00,11:23:07,6.8,stop,-5.0,-105.0
2026-06-23,short,11:23:15,11:23:25,9.9,target,10.0,195.0
2026-06-23,short,11:23:30,11:23:37,7.2,stop,-5.0,-105.0
2026-06-23,long,11:23:45,11:23:59,14.3,stop,-5.25,-110.0
2026-06-23,short,11:24:00,11:24:25,25.0,target,10.0,195.0
2026-06-23,short,11:24:30,11:24:33,3.4,stop,-5.0,-105.0
2026-06-23,short,11:24:45,11:25:00,15.0,jev,-3.0,-65.0
2026-06-23,long,11:25:00,11:25:05,5.2,stop,-5.0,-105.0
2026-06-23,short,11:25:15,11:25:48,33.7,stop,-5.0,-105.0
2026-06-23,long,11:26:00,11:26:04,4.2,target,10.0,195.0
2026-06-23,short,11:26:15,11:26:20,5.2,stop,-5.0,-105.0
2026-06-23,long,11:26:30,11:26:31,1.4,stop,-5.0,-105.0
2026-06-23,long,11:26:45,11:27:15,30.0,jev,4.25,80.0
2026-06-23,short,11:27:15,11:27:19,4.1,target,10.0,195.0
2026-06-23,short,11:27:30,11:27:34,4.0,stop,-5.0,-105.0
2026-06-23,long,11:27:45,11:27:49,4.2,stop,-5.0,-105.0
2026-06-23,short,11:28:00,11:28:03,3.4,target,10.0,195.0
2026-06-23,short,11:28:15,11:28:18,2.9,stop,-5.0,-105.0
2026-06-23,short,11:28:30,11:29:00,30.0,jev,-1.0,-25.0
2026-06-23,long,11:29:00,11:29:15,15.0,jev,1.75,30.0
2026-06-23,short,11:29:15,11:29:19,4.6,stop,-5.0,-105.0
2026-06-23,long,11:29:30,11:29:36,6.0,stop,-5.0,-105.0
2026-06-23,short,11:29:45,11:30:08,22.8,target,10.0,195.0
2026-06-23,short,11:30:15,11:30:17,1.9,stop,-5.0,-105.0
2026-06-23,long,11:30:30,11:30:43,13.6,target,10.0,195.0
2026-06-23,long,11:30:45,11:30:50,5.6,stop,-5.0,-105.0
2026-06-23,long,11:31:00,11:31:30,30.0,jev,0.0,-5.0
2026-06-23,short,11:31:30,11:31:32,2.2,stop,-5.0,-105.0
2026-06-23,long,11:31:45,11:31:51,6.5,target,10.0,195.0
2026-06-23,long,11:32:00,11:32:01,1.7,stop,-5.0,-105.0
