day,side,entry_et,exit_et,held_s,reason,points,pnl
2026-06-23,long,11:32:15,11:32:15,0.7,stop,-5.25,-110.0
2026-06-23,short,11:32:30,11:32:41,11.3,target,10.0,195.0
2026-06-23,short,11:32:45,11:32:51,6.1,stop,-5.0,-105.0
2026-06-23,long,11:33:00,11:33:04,3.9,target,10.0,195.0
2026-06-23,long,11:33:15,11:33:37,22.5,stop,-5.0,-105.0
2026-06-23,short,11:33:45,11:34:15,30.0,jev,-2.0,-45.0
2026-06-23,long,11:34:15,11:34:17,2.5,stop,-5.0,-105.0
2026-06-23,short,11:34:30,11:34:31,1.7,target,10.0,195.0
2026-06-23,short,11:34:45,11:35:12,27.5,stop,-5.25,-110.0
2026-06-23,long,11:35:15,11:35:23,7.9,target,10.0,195.0
2026-06-23,long,11:35:30,11:35:31,1.4,stop,-5.0,-105.0
2026-06-23,short,11:35:45,11:36:15,30.0,jev,5.0,95.0
2026-06-23,long,11:36:15,11:36:20,5.2,target,10.0,195.0
2026-06-23,long,11:36:30,11:36:35,5.1,stop,-5.0,-105.0
2026-06-23,long,11:36:45,11:36:47,2.6,stop,-5.0,-105.0
2026-06-23,short,11:37:00,11:37:05,4.9,target,10.0,195.0
2026-06-23,short,11:37:15,11:37:16,1.2,stop,-5.0,-105.0
2026-06-23,long,11:37:30,11:37:32,2.6,stop,-5.0,-105.0
2026-06-23,short,11:37:45,11:38:08,23.7,target,10.0,195.0
2026-06-23,short,11:38:15,11:38:18,3.2,target,10.0,195.0
2026-06-23,short,11:38:30,11:38:38,8.3,target,10.0,195.0
2026-06-23,short,11:38:45,11:39:03,17.8,stop,-5.0,-105.0
2026-06-23,short,11:39:15,11:39:21,6.5,stop,-5.0,-105.0
2026-06-23,long,11:39:45,11:39:50,5.3,stop,-5.0,-105.0
2026-06-23,short,11:40:00,11:40:01,1.5,stop,-5.0,-105.0
2026-06-23,long,11:40:15,11:40:18,3.3,stop,-5.0,-105.0
2026-06-23,short,11:40:30,11:40:32,1.8,stop,-5.0,-105.0
2026-06-23,long,11:40:45,11:40:45,0.7,stop,-5.0,-105.0
2026-06-23,short,11:41:00,11:41:15,15.5,stop,-5.0,-105.0
2026-06-23,long,11:41:30,11:41:30,0.4,stop,-5.0,-105.0
2026-06-23,long,11:41:45,11:41:52,7.3,stop,-5.0,-105.0
2026-06-23,long,11:42:00,11:42:03,2.9,stop,-5.0,-105.0
2026-06-23,short,11:42:15,11:42:29,14.6,stop,-5.25,-110.0
2026-06-23,long,11:42:30,11:42:42,12.0,stop,-5.0,-105.0
2026-06-23,short,11:42:45,11:43:00,15.0,jev,-3.75,-80.0
2026-06-23,long,11:43:00,11:43:15,14.8,target,10.0,195.0
2026-06-23,long,11:43:30,11:43:32,2.2,stop,-5.0,-105.0
2026-06-23,short,11:43:45,11:43:59,14.7,stop,-5.0,-105.0
2026-06-23,long,11:44:00,11:44:05,5.1,target,10.0,195.0
2026-06-23,short,11:44:15,11:44:22,6.8,stop,-5.0,-105.0
2026-06-23,long,11:44:30,11:44:37,7.0,stop,-5.0,-105.0
2026-06-23,short,11:44:45,11:44:47,2.5,stop,-5.25,-110.0
2026-06-23,long,11:45:00,11:45:14,14.3,stop,-5.0,-105.0
2026-06-23,short,11:45:15,11:45:16,1.5,stop,-5.0,-105.0
2026-06-23,long,11:45:30,11:45:35,4.8,stop,-5.0,-105.0
2026-06-23,short,11:45:45,11:45:50,4.9,target,10.0,195.0
2026-06-23,short,11:46:00,11:46:12,11.8,stop,-5.0,-105.0
2026-06-23,long,11:46:15,11:46:22,6.8,stop,-5.25,-110.0
2026-06-23,short,11:46:30,11:46:41,11.1,stop,-5.0,-105.0
2026-06-23,long,11:46:45,11:46:51,6.4,stop,-5.0,-105.0
2026-06-23,short,11:47:00,11:47:05,5.2,stop,-5.0,-105.0
2026-06-23,long,11:47:15,11:47:15,0.5,stop,-5.0,-105.0
2026-06-23,long,11:47:30,11:47:31,0.9,stop,-5.25,-110.0
2026-06-23,long,11:47:45,11:47:59,13.8,stop,-5.0,-105.0
2026-06-23,short,11:48:00,11:48:01,1.2,stop,-5.0,-105.0
2026-06-23,long,11:48:15,11:48:38,22.9,target,10.0,195.0
2026-06-23,short,11:48:45,11:48:45,0.4,stop,-5.0,-105.0
2026-06-23,long,11:49:00,11:49:02,2.4,stop,-5.0,-105.0
2026-06-23,short,11:49:15,11:49:23,8.5,target,10.0,195.0
2026-06-23,short,11:49:30,11:49:32,2.4,stop,-5.0,-105.0
2026-06-23,short,11:49:45,11:50:03,18.2,stop,-5.25,-110.0
2026-06-23,short,11:50:15,11:50:33,18.3,stop,-5.0,-105.0
2026-06-23,long,11:50:45,11:50:51,6.0,stop,-5.0,-105.0
2026-06-23,short,11:51:00,11:51:04,3.9,stop,-5.0,-105.0
2026-06-23,short,11:51:15,11:51:17,1.8,stop,-5.0,-105.0
2026-06-23,long,11:51:30,11:51:35,4.9,target,10.0,195.0
2026-06-23,long,11:51:45,11:51:52,7.7,target,10.0,195.0
2026-06-23,long,11:52:00,11:52:15,15.0,jev,1.0,15.0
2026-06-23,short,11:52:15,11:52:20,5.3,stop,-5.0,-105.0
2026-06-23,long,11:52:30,11:53:02,32.3,target,10.0,195.0
2026-06-23,long,11:53:15,11:53:34,19.3,stop,-5.5,-115.0
2026-06-23,short,11:53:45,11:53:45,0.5,stop,-5.0,-105.0
2026-06-23,long,11:54:00,11:54:15,15.0,jev,3.5,65.0
2026-06-23,short,11:54:15,11:54:17,2.2,stop,-5.0,-105.0
2026-06-23,long,11:54:30,11:54:31,1.5,stop,-5.25,-110.0
2026-06-23,short,11:54:45,11:54:50,4.8,stop,-5.0,-105.0
2026-06-23,short,11:55:00,11:55:03,2.9,target,10.0,195.0
2026-06-23,short,11:55:15,11:55:22,7.5,target,10.0,195.0
2026-06-23,short,11:55:30,11:55:50,20.1,stop,-5.0,-105.0
2026-06-23,long,11:56:00,11:56:15,15.0,jev,-3.25,-70.0
2026-06-23,short,11:56:15,11:56:32,16.9,stop,-5.0,-105.0
2026-06-23,long,11:56:45,11:56:49,4.0,stop,-5.0,-105.0
2026-06-23,short,11:57:00,11:57:00,0.5,stop,-5.0,-105.0
2026-06-23,short,11:57:15,11:57:19,4.2,stop,-5.25,-110.0
2026-06-23,long,11:57:30,11:57:49,19.3,target,10.0,195.0
2026-06-23,long,11:58:00,11:58:08,8.4,stop,-5.0,-105.0
2026-06-23,long,11:58:15,11:58:17,2.8,stop,-5.0,-105.0
2026-06-23,long,11:58:30,11:58:41,10.8,stop,-5.0,-105.0
2026-06-23,short,11:58:45,11:59:05,20.8,target,10.0,195.0
2026-06-23,short,11:59:15,11:59:19,4.3,stop,-5.0,-105.0
2026-06-23,long,11:59:30,11:59:45,15.0,jev,1.0,15.0
2026-06-23,short,11:59:45,11:59:48,2.9,stop,-5.0,-105.0
2026-06-23,long,12:00:00,12:00:03,3.1,stop,-5.25,-110.0
2026-06-23,short,12:00:15,12:00:16,1.2,stop,-5.0,-105.0
2026-06-23,long,12:00:30,12:00:40,9.9,target,10.0,195.0
2026-06-23,long,12:00:45,12:01:06,21.2,target,10.0,195.0
2026-06-23,long,12:01:15,12:01:31,16.5,target,10.0,195.0
2026-06-23,long,12:01:45,12:01:48,2.8,stop,-5.0,-105.0
2026-06-23,short,12:02:00,12:02:03,3.4,stop,-5.0,-105.0
2026-06-23,long,12:02:15,12:02:30,15.0,jev,-0.5,-15.0
2026-06-23,short,12:02:30,12:02:52,22.3,target,10.0,195.0
2026-06-23,short,12:03:00,12:03:02,1.9,stop,-5.0,-105.0
2026-06-23,long,12:03:15,12:03:24,8.8,stop,-5.25,-110.0
2026-06-23,long,12:03:30,12:03:39,9.3,stop,-5.0,-105.0
2026-06-23,short,12:03:45,12:03:45,0.3,stop,-5.0,-105.0
2026-06-23,long,12:04:00,12:04:01,1.4,stop,-5.0,-105.0
2026-06-23,short,12:04:15,12:04:20,5.7,stop,-5.0,-105.0
2026-06-23,long,12:04:30,12:04:32,2.5,stop,-5.75,-120.0
2026-06-23,short,12:04:45,12:04:47,2.6,stop,-5.0,-105.0
2026-06-23,long,12:05:00,12:05:13,12.9,target,10.0,195.0
2026-06-23,long,12:05:15,12:05:33,17.9,target,10.0,195.0
2026-06-23,long,12:05:45,12:05:53,8.0,stop,-5.0,-105.0
2026-06-23,short,12:06:00,12:06:06,6.3,target,10.0,195.0
2026-06-23,short,12:06:15,12:06:23,8.0,stop,-5.0,-105.0
2026-06-23,short,12:06:30,12:06:33,3.5,stop,-5.0,-105.0
2026-06-23,short,12:06:45,12:06:50,5.3,stop,-5.0,-105.0
2026-06-23,long,12:07:00,12:07:04,4.6,stop,-5.0,-105.0
2026-06-23,short,12:07:15,12:07:19,4.6,stop,-5.25,-110.0
2026-06-23,long,12:07:30,12:07:32,2.1,stop,-5.0,-105.0
2026-06-23,short,12:07:45,12:08:14,29.3,target,10.0,195.0
2026-06-23,short,12:08:15,12:08:21,5.9,stop,-5.0,-105.0
2026-06-23,long,12:08:30,12:08:35,4.9,stop,-5.0,-105.0
2026-06-23,long,12:08:45,12:09:02,17.4,target,10.0,195.0
2026-06-23,short,12:09:15,12:09:18,3.5,stop,-5.0,-105.0
2026-06-23,long,12:09:30,12:09:34,4.5,stop,-5.25,-110.0
2026-06-23,long,12:09:45,12:09:57,11.8,target,10.0,195.0
2026-06-23,short,12:10:00,12:10:02,2.0,stop,-5.0,-105.0
2026-06-23,long,12:10:15,12:10:16,1.0,stop,-5.0,-105.0
2026-06-23,long,12:10:30,12:10:52,22.1,stop,-5.0,-105.0
2026-06-23,short,12:11:00,12:11:09,8.8,stop,-5.0,-105.0
2026-06-23,short,12:11:15,12:11:26,11.4,stop,-5.0,-105.0
2026-06-23,long,12:11:30,12:11:42,12.4,target,10.0,195.0
2026-06-23,long,12:11:45,12:11:46,1.6,stop,-5.0,-105.0
2026-06-23,long,12:12:00,12:12:15,15.0,jev,-4.25,-90.0
2026-06-23,short,12:12:15,12:12:24,8.9,stop,-5.0,-105.0
2026-06-23,short,12:12:30,12:12:32,2.6,stop,-5.0,-105.0
2026-06-23,long,12:12:45,12:12:45,0.4,stop,-5.0,-105.0
2026-06-23,short,12:13:00,12:13:01,1.3,stop,-5.0,-105.0
2026-06-23,short,12:13:15,12:13:30,15.2,stop,-5.0,-105.0
2026-06-23,short,12:13:45,12:14:00,15.6,target,10.0,195.0
2026-06-23,short,12:14:15,12:14:29,14.4,stop,-5.25,-110.0
2026-06-23,long,12:14:30,12:14:45,14.8,stop,-5.25,-110.0
2026-06-23,short,12:14:45,12:15:01,16.8,stop,-5.0,-105.0
2026-06-23,short,12:15:15,12:15:18,3.5,stop,-5.0,-105.0
2026-06-23,short,12:15:30,12:15:33,3.0,stop,-5.0,-105.0
2026-06-23,long,12:15:45,12:15:49,4.5,stop,-5.0,-105.0
2026-06-23,short,12:16:00,12:16:08,7.8,stop,-5.0,-105.0
2026-06-23,short,12:16:15,12:16:22,7.7,stop,-5.0,-105.0
2026-06-23,short,12:16:30,12:16:46,16.6,target,10.0,195.0
2026-06-23,short,12:17:00,12:17:16,16.0,target,10.0,195.0
2026-06-23,short,12:17:30,12:18:14,44.2,stop,-5.0,-105.0
2026-06-23,long,12:18:15,12:18:19,4.4,stop,-5.0,-105.0
2026-06-23,long,12:18:30,12:18:45,15.0,jev,-1.5,-35.0
2026-06-23,short,12:18:45,12:19:02,17.2,target,10.0,195.0
2026-06-23,long,12:19:15,12:19:17,2.3,stop,-5.0,-105.0
2026-06-23,short,12:19:30,12:19:33,3.4,target,10.0,195.0
2026-06-23,short,12:19:45,12:19:56,11.2,stop,-5.0,-105.0
2026-06-23,short,12:20:00,12:20:02,2.1,target,10.0,195.0
2026-06-23,short,12:20:15,12:20:35,19.8,target,10.0,195.0
2026-06-23,short,12:20:45,12:20:47,2.3,stop,-5.0,-105.0
2026-06-23,short,12:21:00,12:21:01,0.8,stop,-5.0,-105.0
2026-06-23,long,12:21:15,12:21:28,13.3,target,10.0,195.0
2026-06-23,long,12:21:30,12:21:31,1.4,stop,-5.0,-105.0
2026-06-23,short,12:21:45,12:21:50,5.7,stop,-5.0,-105.0
2026-06-23,long,12:22:00,12:22:12,12.3,target,10.0,195.0
2026-06-23,long,12:22:15,12:22:16,1.6,stop,-5.0,-105.0
2026-06-23,short,12:22:30,12:22:38,8.0,stop,-5.0,-105.0
2026-06-23,long,12:22:45,12:23:02,17.3,target,10.0,195.0
2026-06-23,long,12:23:15,12:23:42,26.8,target,10.0,195.0
2026-06-23,long,12:23:45,12:24:10,25.4,stop,-5.0,-105.0
2026-06-23,short,12:24:15,12:24:20,5.4,stop,-5.25,-110.0
2026-06-23,long,12:24:30,12:25:00,30.0,jev,-1.75,-40.0
2026-06-23,short,12:25:00,12:25:15,15.0,jev,-0.0,-5.0
2026-06-23,long,12:25:15,12:25:30,15.0,jev,-3.0,-65.0
2026-06-23,short,12:25:30,12:25:49,19.5,target,10.0,195.0
2026-06-23,short,12:26:00,12:26:30,30.0,jev,3.25,60.0
2026-06-23,long,12:26:30,12:26:32,2.0,stop,-5.0,-105.0
2026-06-23,short,12:26:45,12:27:02,17.3,target,10.0,195.0
2026-06-23,short,12:27:15,12:27:22,6.8,stop,-5.0,-105.0
2026-06-23,short,12:27:30,12:27:39,9.4,stop,-5.0,-105.0
2026-06-23,long,12:27:45,12:28:04,19.2,target,10.0,195.0
2026-06-23,long,12:28:15,12:28:30,15.0,jev,-4.25,-90.0
2026-06-23,short,12:28:30,12:28:31,1.0,stop,-5.25,-110.0
2026-06-23,long,12:28:45,12:29:00,15.0,jev,-2.5,-55.0
2026-06-23,short,12:29:00,12:29:08,8.3,stop,-5.0,-105.0
2026-06-23,long,12:29:15,12:29:16,1.5,stop,-5.0,-105.0
2026-06-23,long,12:29:30,12:29:35,5.5,stop,-5.0,-105.0
2026-06-23,short,12:29:45,12:30:02,17.0,target,10.0,195.0
2026-06-23,long,12:30:15,12:30:44,29.7,stop,-5.0,-105.0
2026-06-23,short,12:30:45,12:31:02,17.5,target,10.0,195.0
2026-06-23,short,12:31:15,12:31:17,2.4,stop,-5.0,-105.0
2026-06-23,long,12:31:30,12:31:45,15.0,jev,-0.25,-10.0
2026-06-23,short,12:31:45,12:31:46,1.5,stop,-5.0,-105.0
2026-06-23,long,12:32:00,12:32:06,6.3,stop,-5.25,-110.0
2026-06-23,short,12:32:15,12:32:41,26.6,stop,-5.0,-105.0
2026-06-23,long,12:32:45,12:32:47,2.3,stop,-5.0,-105.0
2026-06-23,short,12:33:00,12:33:05,5.5,stop,-5.75,-120.0
2026-06-23,long,12:33:15,12:33:26,11.5,stop,-5.0,-105.0
2026-06-23,short,12:33:30,12:34:18,48.3,target,10.0,195.0
2026-06-23,short,12:34:30,12:35:05,34.8,stop,-5.5,-115.0
2026-06-23,long,12:35:15,12:35:28,12.9,stop,-5.0,-105.0
2026-06-23,short,12:35:30,12:35:43,13.5,target,10.0,195.0
2026-06-23,short,12:35:45,12:35:48,3.3,stop,-5.0,-105.0
2026-06-23,long,12:36:00,12:36:19,19.6,target,10.0,195.0
2026-06-23,long,12:36:30,12:36:32,2.3,stop,-5.0,-105.0
2026-06-23,short,12:36:45,12:37:04,19.3,stop,-5.0,-105.0
2026-06-23,long,12:37:15,12:37:22,7.0,stop,-5.0,-105.0
2026-06-23,short,12:37:30,12:37:41,11.3,target,10.0,195.0
2026-06-23,short,12:37:45,12:37:51,6.4,stop,-5.0,-105.0
2026-06-23,long,12:38:00,12:38:32,31.8,stop,-5.0,-105.0
2026-06-23,short,12:38:45,12:39:05,20.2,stop,-5.0,-105.0
2026-06-23,short,12:39:30,12:39:38,7.8,stop,-5.0,-105.0
2026-06-23,long,12:39:45,12:40:08,23.7,target,10.0,195.0
2026-06-23,long,12:40:15,12:40:45,30.1,jev,-1.75,-40.0
2026-06-23,short,12:40:45,12:40:46,0.9,stop,-5.0,-105.0
2026-06-23,long,12:41:00,12:41:37,37.4,target,10.0,195.0
2026-06-23,long,12:41:45,12:41:52,7.4,stop,-5.0,-105.0
2026-06-23,short,12:42:00,12:42:35,34.9,target,10.0,195.0
2026-06-23,short,12:42:45,12:43:15,29.9,jev,1.5,25.0
2026-06-23,long,12:43:15,12:43:38,23.1,stop,-5.0,-105.0
2026-06-23,short,12:43:45,12:44:03,18.1,stop,-5.0,-105.0
2026-06-23,long,12:44:15,12:44:30,15.0,jev,-1.0,-25.0
2026-06-23,short,12:44:30,12:44:44,13.8,stop,-5.25,-110.0
2026-06-23,long,12:44:45,12:44:46,1.0,stop,-5.25,-110.0
2026-06-23,long,12:45:00,12:45:10,10.3,stop,-5.0,-105.0
2026-06-23,short,12:45:15,12:45:16,1.1,stop,-5.0,-105.0
2026-06-23,short,12:45:30,12:45:40,10.0,stop,-5.0,-105.0
2026-06-23,short,12:45:45,12:45:48,2.9,stop,-5.25,-110.0
2026-06-23,short,12:46:00,12:46:13,13.2,target,10.0,195.0
2026-06-23,short,12:46:15,12:46:16,1.4,stop,-5.0,-105.0
2026-06-23,long,12:46:30,12:46:45,15.0,jev,-2.5,-55.0
2026-06-23,short,12:46:45,12:47:02,16.9,target,10.0,195.0
2026-06-23,short,12:47:15,12:47:42,27.4,stop,-5.0,-105.0
2026-06-23,long,12:47:45,12:48:00,15.0,jev,-2.25,-50.0
2026-06-23,short,12:48:00,12:48:08,8.1,stop,-5.0,-105.0
2026-06-23,long,12:48:15,12:48:17,2.2,stop,-5.0,-105.0
2026-06-23,short,12:48:30,12:48:33,3.3,stop,-5.0,-105.0
2026-06-23,short,12:48:45,12:48:53,7.8,stop,-5.0,-105.0
2026-06-23,short,12:49:00,12:49:07,7.5,stop,-5.0,-105.0
2026-06-23,short,12:49:15,12:49:20,4.9,stop,-5.0,-105.0
2026-06-23,short,12:49:30,12:49:37,6.8,stop,-5.0,-105.0
2026-06-23,long,12:49:45,12:50:09,24.4,stop,-5.0,-105.0
2026-06-23,short,12:50:15,12:50:45,30.0,jev,-2.75,-60.0
2026-06-23,long,12:50:45,12:50:46,1.5,stop,-5.0,-105.0
2026-06-23,short,12:51:00,12:51:02,2.0,stop,-5.0,-105.0
2026-06-23,short,12:51:15,12:51:23,8.5,stop,-5.25,-110.0
2026-06-23,short,12:51:30,12:51:32,1.8,stop,-5.0,-105.0
2026-06-23,long,12:51:45,12:52:00,15.1,jev,-3.5,-75.0
2026-06-23,short,12:52:00,12:52:02,2.2,stop,-5.0,-105.0
2026-06-23,long,12:52:15,12:52:18,2.9,stop,-5.0,-105.0
2026-06-23,long,12:52:30,12:52:45,15.0,jev,2.0,35.0
2026-06-23,short,12:52:45,12:52:49,4.2,stop,-5.0,-105.0
2026-06-23,short,12:53:00,12:53:24,24.2,target,10.0,195.0
2026-06-23,short,12:53:30,12:53:36,6.3,stop,-5.0,-105.0
2026-06-23,long,12:53:45,12:53:49,4.2,stop,-5.0,-105.0
2026-06-23,short,12:54:00,12:54:15,15.0,jev,-1.0,-25.0
2026-06-23,long,12:54:15,12:54:31,16.3,stop,-5.0,-105.0
2026-06-23,short,12:54:45,12:54:58,12.9,stop,-5.25,-110.0
2026-06-23,long,12:55:00,12:55:26,26.4,stop,-5.0,-105.0
2026-06-23,short,12:55:30,12:56:07,37.4,stop,-5.0,-105.0
2026-06-23,long,12:56:15,12:56:16,1.0,stop,-5.0,-105.0
2026-06-23,long,12:56:30,12:56:44,14.7,stop,-5.0,-105.0
2026-06-23,short,12:56:45,12:57:45,60.0,jev,-0.75,-20.0
2026-06-23,long,12:57:45,12:58:00,15.0,jev,1.25,20.0
2026-06-23,short,12:58:00,12:58:09,9.1,stop,-5.0,-105.0
2026-06-23,long,12:58:15,12:58:18,2.8,stop,-5.0,-105.0
2026-06-23,long,12:58:30,12:58:45,15.0,jev,-1.75,-40.0
2026-06-23,short,12:58:45,12:58:47,2.4,stop,-5.0,-105.0
2026-06-23,long,12:59:00,12:59:09,9.1,target,10.0,195.0
2026-06-23,long,12:59:15,12:59:45,30.0,jev,-2.0,-45.0
2026-06-23,short,12:59:45,13:00:01,16.4,target,10.0,195.0
2026-06-23,short,13:00:15,13:00:29,13.8,stop,-5.0,-105.0
2026-06-23,long,13:00:30,13:00:34,4.3,stop,-5.25,-110.0
2026-06-23,short,13:00:45,13:00:57,12.2,stop,-5.0,-105.0
2026-06-23,short,13:01:00,13:01:01,1.7,stop,-5.0,-105.0
2026-06-23,short,13:01:15,13:01:15,0.7,stop,-5.0,-105.0
2026-06-23,short,13:01:30,13:01:38,8.5,stop,-5.0,-105.0
2026-06-23,short,13:01:45,13:01:46,1.6,stop,-5.5,-115.0
2026-06-23,long,13:02:00,13:02:06,6.7,stop,-5.25,-110.0
2026-06-23,short,13:02:15,13:02:19,3.8,target,10.0,195.0
2026-06-23,short,13:02:30,13:02:35,5.1,stop,-5.25,-110.0
2026-06-23,short,13:02:45,13:03:12,27.3,target,10.0,195.0
2026-06-23,short,13:03:15,13:03:30,15.0,jev,-0.5,-15.0
2026-06-23,long,13:03:30,13:03:41,10.8,stop,-5.0,-105.0
2026-06-23,short,13:03:45,13:04:30,45.0,jev,1.5,25.0
2026-06-23,long,13:04:30,13:04:35,5.0,stop,-5.0,-105.0
2026-06-23,short,13:04:45,13:04:52,7.4,stop,-5.0,-105.0
2026-06-23,long,13:05:00,13:05:23,22.9,stop,-5.0,-105.0
2026-06-23,short,13:05:30,13:07:07,97.5,stop,-5.25,-110.0
2026-06-23,long,13:07:15,13:07:26,11.1,stop,-5.0,-105.0
2026-06-23,short,13:07:30,13:07:33,2.9,stop,-5.0,-105.0
2026-06-23,short,13:07:45,13:08:12,27.0,target,10.0,195.0
2026-06-23,short,13:08:15,13:08:18,3.0,stop,-5.25,-110.0
2026-06-23,long,13:08:30,13:09:00,30.0,jev,-3.5,-75.0
2026-06-23,short,13:09:00,13:09:10,10.1,stop,-5.0,-105.0
2026-06-23,long,13:09:15,13:10:06,51.1,target,10.0,195.0
2026-06-23,long,13:10:15,13:10:22,7.1,target,10.0,195.0
2026-06-23,long,13:10:30,13:10:49,19.6,target,10.0,195.0
2026-06-23,long,13:11:00,13:11:15,14.8,target,10.0,195.0
2026-06-23,long,13:11:30,13:11:43,13.7,target,10.0,195.0
2026-06-23,long,13:11:45,13:11:46,0.8,stop,-5.0,-105.0
2026-06-23,long,13:12:00,13:12:01,1.6,stop,-5.0,-105.0
2026-06-23,short,13:12:15,13:12:43,28.0,stop,-5.5,-115.0
2026-06-23,long,13:12:45,13:12:51,5.9,stop,-5.0,-105.0
2026-06-23,short,13:13:00,13:13:11,10.8,stop,-5.0,-105.0
2026-06-23,long,13:13:15,13:13:16,1.1,stop,-5.0,-105.0
2026-06-23,short,13:13:30,13:14:14,44.4,stop,-5.0,-105.0
2026-06-23,long,13:14:15,13:14:17,2.6,stop,-5.0,-105.0
2026-06-23,short,13:14:30,13:14:39,9.1,target,10.0,195.0
2026-06-23,short,13:14:45,13:15:09,24.5,stop,-5.25,-110.0
2026-06-23,short,13:15:15,13:15:34,19.2,stop,-5.0,-105.0
2026-06-23,short,13:15:45,13:15:57,12.2,stop,-5.0,-105.0
2026-06-23,short,13:16:00,13:16:06,6.1,target,10.0,195.0
2026-06-23,short,13:16:15,13:16:16,1.3,stop,-5.0,-105.0
2026-06-23,long,13:16:30,13:16:45,14.9,jev,-1.0,-25.0
2026-06-23,short,13:16:45,13:17:05,20.4,target,10.0,195.0
2026-06-23,short,13:17:15,13:17:16,1.3,stop,-5.25,-110.0
2026-06-23,short,13:17:30,13:17:36,6.7,target,10.0,195.0
2026-06-23,short,13:17:45,13:18:01,16.4,stop,-5.25,-110.0
2026-06-23,long,13:18:15,13:18:21,6.1,stop,-5.25,-110.0
2026-06-23,short,13:18:30,13:18:34,4.5,stop,-5.0,-105.0
2026-06-23,long,13:18:45,13:18:48,3.5,stop,-5.25,-110.0
2026-06-23,long,13:19:00,13:19:04,3.9,stop,-5.0,-105.0
2026-06-23,short,13:19:15,13:19:45,30.0,jev,-2.75,-60.0
2026-06-23,long,13:19:45,13:20:00,15.0,jev,1.5,25.0
2026-06-23,short,13:20:00,13:20:02,1.9,stop,-5.5,-115.0
2026-06-23,short,13:20:15,13:20:34,18.8,stop,-5.0,-105.0
2026-06-23,long,13:20:45,13:20:48,3.5,target,10.0,195.0
2026-06-23,long,13:21:00,13:21:07,7.7,target,10.0,195.0
2026-06-23,long,13:21:15,13:21:17,2.2,stop,-5.0,-105.0
2026-06-23,long,13:21:30,13:21:33,3.5,target,10.0,195.0
2026-06-23,long,13:21:45,13:21:46,1.3,stop,-5.0,-105.0
2026-06-23,short,13:22:00,13:22:30,30.0,jev,2.75,50.0
2026-06-23,long,13:22:30,13:22:45,15.0,jev,1.75,30.0
2026-06-23,short,13:22:45,13:23:08,23.2,stop,-5.0,-105.0
2026-06-23,long,13:23:15,13:23:30,15.0,jev,-1.0,-25.0
2026-06-23,short,13:23:30,13:23:32,2.6,stop,-5.0,-105.0
2026-06-23,long,13:23:45,13:24:00,15.0,jev,-3.25,-70.0
2026-06-23,short,13:24:00,13:24:02,2.0,stop,-5.0,-105.0
2026-06-23,long,13:24:15,13:24:45,29.9,jev,-1.5,-35.0
2026-06-23,short,13:24:45,13:25:04,19.1,target,10.0,195.0
2026-06-23,short,13:25:15,13:25:24,9.7,stop,-5.0,-105.0
2026-06-23,short,13:25:30,13:25:44,14.7,target,10.0,195.0
2026-06-23,short,13:25:45,13:25:54,9.7,stop,-5.0,-105.0
2026-06-23,short,13:26:00,13:26:31,30.8,target,10.0,195.0
2026-06-23,short,13:26:45,13:26:59,14.7,stop,-5.0,-105.0
2026-06-23,long,13:27:00,13:27:30,30.0,jev,2.5,45.0
2026-06-23,short,13:27:30,13:27:31,1.4,stop,-5.0,-105.0
2026-06-23,long,13:27:45,13:28:00,15.0,jev,-1.75,-40.0
2026-06-23,short,13:28:00,13:28:06,6.6,stop,-5.25,-110.0
2026-06-23,long,13:28:15,13:28:21,6.1,stop,-5.0,-105.0
2026-06-23,long,13:28:30,13:28:57,27.3,stop,-5.0,-105.0
2026-06-23,short,13:29:00,13:29:31,31.0,target,10.0,195.0
2026-06-23,short,13:29:45,13:29:52,7.1,stop,-5.0,-105.0
2026-06-23,short,13:30:00,13:30:11,11.2,target,10.0,195.0
2026-06-23,short,13:30:15,13:30:37,22.6,target,10.0,195.0
